additional_id,comments,non_compliance,source,source_type,entry_date,alternative_source,link,log_type,targeted_pop_group
3759,"People coming from France, Spain, Italy prevented entry",,Ministry of Foreign Affairs - France,Government,2020-03-16,,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/maldives/,Introduction / extension of measures,Yes
3760,Movement of people between inhabited islands and resorts is suspended for the next 14 days.,Not available,Director General of Public Health,Government,2020-03-24,,https://www.foreign.gov.mv/images/COVID-19/HPA/2020-8%20(ENGLISH).pdf,Introduction / extension of measures,No
3761,Minister of health declared a public health emergency.,Not applicable,Director General of Public Health,Government,2020-03-24,,https://www.foreign.gov.mv/images/COVID-19/HPA/Temporary%20Supension%20of%20Tourist%20Check-ins%2011%202020.jfif,Introduction / extension of measures,No
3762,Temporary suspension of air connectivity with Italy.,Not applicable,Ministry of Tourism,Government,2020-03-24,,https://www.foreign.gov.mv/images/COVID-19/MOT/88-SS-CIR-2020-12.pdf,Introduction / extension of measures,Yes
3763,"Measures to mitigate the anticipated negative economic impacts of the health crisis on low income households, among the measures are a reduction for 3 months of the taxable base for basic necessities; coverage of electricity and water bills for the months of April and May 2020 for low income households; exemption from Value Added Tax on electricity and water bills for all consumers for the months of April, May and June 2020 and  the free distribution of fifty-six thousand tons of cereals and sixteen thousand tons of animal feed to vulnerable populations affected by COVID 19.",Not applicable,Government — Mali,Government,2020-04-16,,https://www.facebook.com/563531873666309/posts/3254023987950404/?d=n,Introduction / extension of measures,Yes
3764,Order of 20 million washable masks. ,Not applicable,Government — Mali,Government,2020-04-16,,https://www.facebook.com/563531873666309/posts/3254023987950404/?d=n,Introduction / extension of measures,No
3765,"20 billion CFA Francs allocated to the support of small and medium-sized enterprise, tax-cuts for companies negatively impacted by Covid-19.",Not applicable,Government — Mali,Government,2020-04-16,,https://www.facebook.com/563531873666309/posts/3254023987950404/?d=n,Introduction / extension of measures,Yes
3766,Bonus to be paid to mobilized health personnel as well as the security and defence forces assigned to monitor curfews.,Not applicable,Government — Mali,Government,2020-04-16,,https://www.facebook.com/563531873666309/posts/3254023987950404/?d=n,Introduction / extension of measures,Yes
3767,"Extension of school closure for 1 month, until 9th of May.",Not applicable,US Embassy,Government,2020-04-26,,https://ml.usembassy.gov/covid-19-information/,Introduction / extension of measures,No
3768,"Operating hours of grocery stores, neighborhood shops, and open-air markets are limited until June 30, 2020. Open-air markets (including vegetable stands and livestock markets) are open from 6:00 a.m. to 4:00 p.m. Monday through Sunday. Supermarkets and other food stores are open from 8:00 a.m. to 7:00 p.m. Monday through Saturday. Small neighborhood shops are open from 6:00 a.m. to 8:00 p.m. Monday through Sunday.",Not applicable,US Embassy,Government,2020-04-26,,https://ml.usembassy.gov/health-alert-u-s-embassy-bamako-mali-april-9-2020/,Introduction / extension of measures,No
3769,"The General Directorate for Commerce and Competition set price limits for essential goods, including sugar, rice, cooking oil, and bread.",Not applicable,US Embassy,Government,2020-04-26,,https://ml.usembassy.gov/health-alert-u-s-embassy-bamako-mali-april-6-2020/,Introduction / extension of measures,No
3770,"The work schedule for all government offices (with the exception of defense, security, and health) has been reduced to 7:30 a.m. to 2:00 p.m. Monday through Friday.",Not applicable,US Embassy,Government,2020-04-26,,https://ml.usembassy.gov/health-alert-u-s-embassy-bamako-mali-march-31-2020-update/,Introduction / extension of measures,No
3771,Restrictions to passenger vehicle occupancy in order to promote social distancing.,Not applicable,US Embassy,Government,2020-04-26,,https://ml.usembassy.gov/health-alert-u-s-embassy-bamako-mali-march-31-2020-update/,Introduction / extension of measures,No
3772,National curfew between 9pm and 5am.,Not available,Ministry of Foreign Affairs — France,Government,2020-04-07,https://twitter.com/PresidenceMali/status/1242931679314022403,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/mali/,Introduction / extension of measures,No
3773,Digital psychotherapy counselling available,Not applicable,Times of Malta,Media,2020-04-24,,https://timesofmalta.com/articles/view/physiotherapy-consultations-by-phone-available-from-monday.787670,Introduction / extension of measures,No
3774,Mount Carmel Hospital has geared up to be COVID-19 prepared by taking up several structural and procedural initiatives to make sure that all patients are kept safe during their stay at the facility.,Not applicable,Ministry of Health,Government,2020-04-24,,https://www.gov.mt/en/Government/DOI/Press%20Releases/Pages/2020/April/21/pr200710.aspx,Introduction / extension of measures,Yes
3775,"Tourism ministry launched advertising campaign to visit Malta ""later""",Not applicable,Government,Government,2020-04-19,,https://www.gov.mt/en/Government/DOI/Press Releases/Pages/2020/April/18/pr200695.aspx,Introduction / extension of measures,No
3776,Resettlement of elderly persons in hospital ward,Not applicable,Government,Government,2020-04-19,,https://www.gov.mt/en/Government/DOI/Press Releases/Pages/2020/April/17/pr200686.aspx,Introduction / extension of measures,Yes
3777,Extension for two weeks: Lock down of Ħal Far centre ,Not available,Government,Government,2020-04-19,,https://www.gov.mt/en/Government/DOI/Press Releases/Pages/2020/April/17/pr200684.aspx,Introduction / extension of measures,Yes
3778,Government will be subsidizing interest rates on the working capital loans for two years and up to a maximum 2.5%.,Not applicable,Government,Government,2020-04-19,,https://www.gov.mt/en/Government/DOI/Press%20Releases/Pages/2020/April/17/pr200683.aspx,Introduction / extension of measures,No
3779,Recommendations on healthy eating during COVID,Not applicable,Government,Government,2020-04-19,,https://deputyprimeminister.gov.mt/en/health-promotion/Documents/Novelcoronavirus20/HPDP%20Guide_healthy%20eating%20during%20quarantine_isolation_final.pdf,Introduction / extension of measures,No
3780,"Those affected by COVID, e.g. lost their job, temporary suspension or unpaid leave, may apply for up to 80% rent coverage from the government",Not applicable,Government,Government,2020-04-19,,https://www.gov.mt/en/Government/DOI/Press Releases/Pages/2020/April/16/pr200679.aspx,Introduction / extension of measures,No
3781,Prisoners are producing face masks,Not applicable,Government,Government,2020-04-19,,https://www.gov.mt/en/Government/DOI/Press%20Releases/Pages/2020/April/16/pr200677en.aspx,Introduction / extension of measures,Yes
3782,"Guidelines for healthworkers for home visits, to avoid as much as possible and take precaution if done",Not applicable,Government,Government,2020-04-19,,https://deputyprimeminister.gov.mt/en/health-promotion/Documents/Novelcoronavirus20/Visits%20at%20homes.pdf,Introduction / extension of measures,Yes
3783,A new medical centre opened next to and for migrant populations under quarantine,Not applicable,Government,Government,2020-04-19,,https://www.gov.mt/en/Government/DOI/Press%20Releases/Pages/2020/April/15/pr200671en.aspx,Introduction / extension of measures,Yes
3784,"Strong recommendation for travelers to return home, after 14th April no additional support from government ",Not applicable,Department of Information,Government,2020-04-09,,https://www.gov.mt/en/Government/DOI/Press%20Releases/Pages/2020/April/07/pr200624en.aspx,Introduction / extension of measures,Yes
3785,Recommendations and guidance to stay active at home,Not applicable,Department of Information,Government,2020-04-09,,https://www.gov.mt/en/Government/DOI/Press Releases/Pages/2020/April/06/pr200618.aspx,Introduction / extension of measures,No
3786,One refugee camp with confirmed corona cases locked down and isolation ensured through police and partial military presence,Not applicable,Daily Mail,Media,2020-04-12,https://www.krone.at/2131155,https://www.dailymail.co.uk/news/article-8192385/1-000-strong-migrant-camp-Malta-strict-lockdown-8-residents-diagnosed-coronavirus.html,Introduction / extension of measures,Yes
3787,Over € 400 million for the issue of Government Stocks,Not applicable,Department of Information,Government,2020-04-09,,https://www.gov.mt/en/Government/DOI/Press Releases/Pages/2020/April/03/pr200606.aspx,Introduction / extension of measures,No
3788,State aid: Commission approves €350 million Maltese guarantee scheme to support economy in coronavirus outbreak,Not applicable,European Commission ,Government,2020-04-09,,https://ec.europa.eu/commission/presscorner/detail/en/IP_20_578,Introduction / extension of measures,No
3789,Governmental agency is to approve changes to employees wages,Not applicable,Department of Information,Government,2020-04-09,,https://www.gov.mt/en/Government/DOI/Press%20Releases/Pages/2020/April/01/pr200590en.aspx,Introduction / extension of measures,No
3790,"Travel between the islands now banned, while previously not recommended",Not available,Department of Information,Government,2020-04-09,,https://www.gov.mt/en/Government/DOI/Press%20Releases/Pages/2020/March/31/pr200583.aspx,Introduction / extension of measures,No
3791,"Max 3 person, apart from those co-living allowed in groups outside; fines of 100EUR per person",fines,Department of Information,Government,2020-04-09,,https://www.gov.mt/en/Government/DOI/Press%20Releases/Pages/2020/March/30/pr200580.aspx,Introduction / extension of measures,No
3792,Governmental services close offices,Not applicable,Department of Information,Government,2020-04-09,,https://www.gov.mt/en/Government/DOI/Press Releases/Pages/2020/March/26/pr200558.aspx,Introduction / extension of measures,No
